MWE,Regex,Quantity
Gastar sola de sapato,(gastar|gaste|gastes|gaste|gastemos|gasteis|gastem|gastava|gastavas|gastava|gastávamos|gastáveis|gastavam|gastei|gastaste|gastou|gastamos|gastastes|gastaram|gastara|gastaras|gastara|gastáramos|gastáreis|gastaram|gastarei|gastarás|gastará|gastaremos|gastareis|gastarão|gastaria|gastarias|gastaria|gastaríamos|gastaríeis|gastariam|gastasse|gastasses|gastasse|gastássemos|gastásseis|gastassem|gastar|gastares|gastar|gastarmos|gastardes|gastarem) sola de sapato,7
Gostar de sombra e água fresca,(gostar|goste|gostes|goste|gostemos|gosteis|gostem|gostava|gostavas|gostava|gostávamos|gostáveis|gostavam|gostei|gostaste|gostou|gostamos|gostastes|gostaram|gostara|gostaras|gostara|gostáramos|gostáreis|gostaram|gostarei|gostarás|gostará|gostaremos|gostareis|gostarão|gostaria|gostarias|gostaria|gostaríamos|gostaríeis|gostariam|gostasse|gostasses|gostasse|gostássemos|gostásseis|gostassem|gostar|gostares|gostar|gostarmos|gostardes|gostarem) de sombra e água fresca,0
Gritar aos quatro cantos,(gritar|grite|grites|grite|gritemos|griteis|gritem|gritava|gritavas|gritava|gritávamos|gritáveis|gritavam|gritei|gritaste|gritou|gritamos|gritastes|gritaram|gritara|gritaras|gritara|gritáramos|gritáreis|gritaram|gritarei|gritarás|gritará|gritaremos|gritareis|gritarão|gritaria|gritarias|gritaria|gritaríamos|gritaríeis|gritariam|gritasse|gritasses|gritasse|gritássemos|gritásseis|gritassem|gritar|gritares|gritar|gritarmos|gritardes|gritarem) aos quatro cantos,1
Invadir a seara alheia,(invadir|invado|invades|invade|invadimos|invadem|invadirei|invadirás|invadirá|invadiremos|invadirão|invadiria|invadirias|invadiria|invadiríamos|invadiriam|invadia|invadias|invadia|invadíamos|invadiam|invadi|invadiste|invadiu|invadimos|invadiram|invada|invadas|invada|invadamos|invadais|invadam|invadindo|invadido|invadida|invadidos|invadidas|invasor|invasores|invasora|invasoras|invadido|invadida|invadidos|invadidas) a seara alheia,0
Ir à fundo,(ir|vou|vais|vai|vamos|vais|vão|irei|irás|irá|iremos|irão|iria|irias|iria|iríamos|iriam|ia|ias|ia|íamos|iam|fui|foste|foi|fomos|foram|fora|foras|fora|fôramos|foram|sou|és|é|somos|são|era|eras|era|éramos|eram|serei|serás|será|seremos|serão|seria|serias|seria|seríamos|seriam|seja|sejas|seja|sejamos|sejais|sejam|indo|ido|ida|idos|idas) à fundo,3
Ir às mil maravilhas,(ir|vou|vais|vai|vamos|vais|vão|irei|irás|irá|iremos|irão|iria|irias|iria|iríamos|iriam|ia|ias|ia|íamos|iam|fui|foste|foi|fomos|foram|fora|foras|fora|fôramos|foram|sou|és|é|somos|são|era|eras|era|éramos|eram|serei|serás|será|seremos|serão|seria|serias|seria|seríamos|seriam|seja|sejas|seja|sejamos|sejais|sejam|indo|ido|ida|idos|idas) às mil maravilhas,30
Ir às ruas,(ir|vou|vais|vai|vamos|vais|vão|irei|irás|irá|iremos|irão|iria|irias|iria|iríamos|iriam|ia|ias|ia|íamos|iam|fui|foste|foi|fomos|foram|fora|foras|fora|fôramos|foram|sou|és|é|somos|são|era|eras|era|éramos|eram|serei|serás|será|seremos|serão|seria|serias|seria|seríamos|seriam|seja|sejas|seja|sejamos|sejais|sejam|indo|ido|ida|idos|idas) às ruas,1073
Ir com a cara de ___,(ir|vou|vais|vai|vamos|vais|vão|irei|irás|irá|iremos|irão|iria|irias|iria|iríamos|iriam|ia|ias|ia|íamos|iam|fui|foste|foi|fomos|foram|fora|foras|fora|fôramos|foram|sou|és|é|somos|são|era|eras|era|éramos|eram|serei|serás|será|seremos|serão|seria|serias|seria|seríamos|seriam|seja|sejas|seja|sejamos|sejais|sejam|indo|ido|ida|idos|idas) com a cara de,51
Ir de cabeça,(ir|vou|vais|vai|vamos|vais|vão|irei|irás|irá|iremos|irão|iria|irias|iria|iríamos|iriam|ia|ias|ia|íamos|iam|fui|foste|foi|fomos|foram|fora|foras|fora|fôramos|foram|sou|és|é|somos|são|era|eras|era|éramos|eram|serei|serás|será|seremos|serão|seria|serias|seria|seríamos|seriam|seja|sejas|seja|sejamos|sejais|sejam|indo|ido|ida|idos|idas) de cabeça,320
Ir desta para melhor,(ir|vou|vais|vai|vamos|vais|vão|irei|irás|irá|iremos|irão|iria|irias|iria|iríamos|iriam|ia|ias|ia|íamos|iam|fui|foste|foi|fomos|foram|fora|foras|fora|fôramos|foram|sou|és|é|somos|são|era|eras|era|éramos|eram|serei|serás|será|seremos|serão|seria|serias|seria|seríamos|seriam|seja|sejas|seja|sejamos|sejais|sejam|indo|ido|ida|idos|idas) desta para melhor,23
Ir fundo,(ir|vou|vais|vai|vamos|vais|vão|irei|irás|irá|iremos|irão|iria|irias|iria|iríamos|iriam|ia|ias|ia|íamos|iam|fui|foste|foi|fomos|foram|fora|foras|fora|fôramos|foram|sou|és|é|somos|são|era|eras|era|éramos|eram|serei|serás|será|seremos|serão|seria|serias|seria|seríamos|seriam|seja|sejas|seja|sejamos|sejais|sejam|indo|ido|ida|idos|idas) fundo,1089
Ir longe,(ir|vou|vais|vai|vamos|vais|vão|irei|irás|irá|iremos|irão|iria|irias|iria|iríamos|iriam|ia|ias|ia|íamos|iam|fui|foste|foi|fomos|foram|fora|foras|fora|fôramos|foram|sou|és|é|somos|são|era|eras|era|éramos|eram|serei|serás|será|seremos|serão|seria|serias|seria|seríamos|seriam|seja|sejas|seja|sejamos|sejais|sejam|indo|ido|ida|idos|idas) longe,4825
Ir longe demais,(ir|vou|vais|vai|vamos|vais|vão|irei|irás|irá|iremos|irão|iria|irias|iria|iríamos|iriam|ia|ias|ia|íamos|iam|fui|foste|foi|fomos|foram|fora|foras|fora|fôramos|foram|sou|és|é|somos|são|era|eras|era|éramos|eram|serei|serás|será|seremos|serão|seria|serias|seria|seríamos|seriam|seja|sejas|seja|sejamos|sejais|sejam|indo|ido|ida|idos|idas) longe demais,1818
Ir na conversa,(ir|vou|vais|vai|vamos|vais|vão|irei|irás|irá|iremos|irão|iria|irias|iria|iríamos|iriam|ia|ias|ia|íamos|iam|fui|foste|foi|fomos|foram|fora|foras|fora|fôramos|foram|sou|és|é|somos|são|era|eras|era|éramos|eram|serei|serás|será|seremos|serão|seria|serias|seria|seríamos|seriam|seja|sejas|seja|sejamos|sejais|sejam|indo|ido|ida|idos|idas) na conversa,58
Ir na onda,(ir|vou|vais|vai|vamos|vais|vão|irei|irás|irá|iremos|irão|iria|irias|iria|iríamos|iriam|ia|ias|ia|íamos|iam|fui|foste|foi|fomos|foram|fora|foras|fora|fôramos|foram|sou|és|é|somos|são|era|eras|era|éramos|eram|serei|serás|será|seremos|serão|seria|serias|seria|seríamos|seriam|seja|sejas|seja|sejamos|sejais|sejam|indo|ido|ida|idos|idas) na onda,73
Ir por água abaixo,(ir|vou|vais|vai|vamos|vais|vão|irei|irás|irá|iremos|irão|iria|irias|iria|iríamos|iriam|ia|ias|ia|íamos|iam|fui|foste|foi|fomos|foram|fora|foras|fora|fôramos|foram|sou|és|é|somos|são|era|eras|era|éramos|eram|serei|serás|será|seremos|serão|seria|serias|seria|seríamos|seriam|seja|sejas|seja|sejamos|sejais|sejam|indo|ido|ida|idos|idas) por água abaixo,325
Ir para a cidade dos pés juntos,(ir|vou|vais|vai|vamos|vais|vão|irei|irás|irá|iremos|irão|iria|irias|iria|iríamos|iriam|ia|ias|ia|íamos|iam|fui|foste|foi|fomos|foram|fora|foras|fora|fôramos|foram|sou|és|é|somos|são|era|eras|era|éramos|eram|serei|serás|será|seremos|serão|seria|serias|seria|seríamos|seriam|seja|sejas|seja|sejamos|sejais|sejam|indo|ido|ida|idos|idas) para a cidade dos pés juntos,0
Ir pras cucuias,(ir|vou|vais|vai|vamos|vais|vão|irei|irás|irá|iremos|irão|iria|irias|iria|iríamos|iriam|ia|ias|ia|íamos|iam|fui|foste|foi|fomos|foram|fora|foras|fora|fôramos|foram|sou|és|é|somos|são|era|eras|era|éramos|eram|serei|serás|será|seremos|serão|seria|serias|seria|seríamos|seriam|seja|sejas|seja|sejamos|sejais|sejam|indo|ido|ida|idos|idas) pras cucuias,12
Ir pro brejo,(ir|vou|vais|vai|vamos|vais|vão|irei|irás|irá|iremos|irão|iria|irias|iria|iríamos|iriam|ia|ias|ia|íamos|iam|fui|foste|foi|fomos|foram|fora|foras|fora|fôramos|foram|sou|és|é|somos|são|era|eras|era|éramos|eram|serei|serás|será|seremos|serão|seria|serias|seria|seríamos|seriam|seja|sejas|seja|sejamos|sejais|sejam|indo|ido|ida|idos|idas) pro bre,56
Ir pro belebéu,(ir|vou|vais|vai|vamos|vais|vão|irei|irás|irá|iremos|irão|iria|irias|iria|iríamos|iriam|ia|ias|ia|íamos|iam|fui|foste|foi|fomos|foram|fora|foras|fora|fôramos|foram|sou|és|é|somos|são|era|eras|era|éramos|eram|serei|serás|será|seremos|serão|seria|serias|seria|seríamos|seriam|seja|sejas|seja|sejamos|sejais|sejam|indo|ido|ida|idos|idas) pro beleb,0
Ir tomar banho (na soda cáustica),(ir|vou|vais|vai|vamos|vais|vão|irei|irás|irá|iremos|irão|iria|irias|iria|iríamos|iriam|ia|ias|ia|íamos|iam|fui|foste|foi|fomos|foram|fora|foras|fora|fôramos|foram|sou|és|é|somos|são|era|eras|era|éramos|eram|serei|serás|será|seremos|serão|seria|serias|seria|seríamos|seriam|seja|sejas|seja|sejamos|sejais|sejam|indo|ido|ida|idos|idas) tomar banho (na soda cáustica)?,193
Ir pro buraco,(ir|vou|vais|vai|vamos|vais|vão|irei|irás|irá|iremos|irão|iria|irias|iria|iríamos|iriam|ia|ias|ia|íamos|iam|fui|foste|foi|fomos|foram|fora|foras|fora|fôramos|foram|sou|és|é|somos|são|era|eras|era|éramos|eram|serei|serás|será|seremos|serão|seria|serias|seria|seríamos|seriam|seja|sejas|seja|sejamos|sejais|sejam|indo|ido|ida|idos|idas) pro buraco,40
Jogar a toalha,(jogo|jogas|joga|jogamos|jogais|jogam|jogue|jogues|joguemos|jogueis|joguem|jogava|jogavas|jogávamos|jogáveis|jogavam|joguei|jogaste|jogou|jogastes|jogaram|jogarei|jogarás|jogará|jogaremos|jogareis|jogarão|jogaria|jogarias|jogaríamos|jogariam|jogasse|jogasses|jogássemos|jogásseis|jogassem|jogar|jogares|jogarmos|jogardes|jogarem|jogando) a toalha,254
Jogado às traças,(jogado|jogo|jogas|joga|jogamos|jogais|jogam|jogarei|jogarás|jogará|jogaremos|jogarão|jogaria|jogarias|jogaria|jogaríamos|jogariam|jogue|jogues|jogue|joguemos|jogueis|joguem|jogando|jogado|jogada|jogados|jogadas|jogado|jogada|jogados|jogadas) às traças,11
Jogar água na fervura,(jogo|jogas|joga|jogamos|jogais|jogam|jogue|jogues|joguemos|jogueis|joguem|jogava|jogavas|jogávamos|jogáveis|jogavam|joguei|jogaste|jogou|jogastes|jogaram|jogarei|jogarás|jogará|jogaremos|jogareis|jogarão|jogaria|jogarias|jogaríamos|jogariam|jogasse|jogasses|jogássemos|jogásseis|jogassem|jogar|jogares|jogarmos|jogardes|jogarem|jogando) água na fervura,1
Jogar areia,(jogo|jogas|joga|jogamos|jogais|jogam|jogue|jogues|joguemos|jogueis|joguem|jogava|jogavas|jogávamos|jogáveis|jogavam|joguei|jogaste|jogou|jogastes|jogaram|jogarei|jogarás|jogará|jogaremos|jogareis|jogarão|jogaria|jogarias|jogaríamos|jogariam|jogasse|jogasses|jogássemos|jogásseis|jogassem|jogar|jogares|jogarmos|jogardes|jogarem|jogando) areia,67
Jogar aos leões,(jogo|jogas|joga|jogamos|jogais|jogam|jogue|jogues|joguemos|jogueis|joguem|jogava|jogavas|jogávamos|jogáveis|jogavam|joguei|jogaste|jogou|jogastes|jogaram|jogarei|jogarás|jogará|jogaremos|jogareis|jogarão|jogaria|jogarias|jogaríamos|jogariam|jogasse|jogasses|jogássemos|jogásseis|jogassem|jogar|jogares|jogarmos|jogardes|jogarem|jogando) aos leões,5
Jogar bosta,(jogo|jogas|joga|jogamos|jogais|jogam|jogue|jogues|joguemos|jogueis|joguem|jogava|jogavas|jogávamos|jogáveis|jogavam|joguei|jogaste|jogou|jogastes|jogaram|jogarei|jogarás|jogará|jogaremos|jogareis|jogarão|jogaria|jogarias|jogaríamos|jogariam|jogasse|jogasses|jogássemos|jogásseis|jogassem|jogar|jogares|jogarmos|jogardes|jogarem|jogando) bosta,7
Jogar confete,(jogo|jogas|joga|jogamos|jogais|jogam|jogue|jogues|joguemos|jogueis|joguem|jogava|jogavas|jogávamos|jogáveis|jogavam|joguei|jogaste|jogou|jogastes|jogaram|jogarei|jogarás|jogará|jogaremos|jogareis|jogarão|jogaria|jogarias|jogaríamos|jogariam|jogasse|jogasses|jogássemos|jogásseis|jogassem|jogar|jogares|jogarmos|jogardes|jogarem|jogando) confete,20
Jogar bosta no ventilador,(jogo|jogas|joga|jogamos|jogais|jogam|jogue|jogues|joguemos|jogueis|joguem|jogava|jogavas|jogávamos|jogáveis|jogavam|joguei|jogaste|jogou|jogastes|jogaram|jogarei|jogarás|jogará|jogaremos|jogareis|jogarão|jogaria|jogarias|jogaríamos|jogariam|jogasse|jogasses|jogássemos|jogásseis|jogassem|jogar|jogares|jogarmos|jogardes|jogarem|jogando) bosta no ventilador,1
Jogar conversa fora,(jogo|jogas|joga|jogamos|jogais|jogam|jogue|jogues|joguemos|jogueis|joguem|jogava|jogavas|jogávamos|jogáveis|jogavam|joguei|jogaste|jogou|jogastes|jogaram|jogarei|jogarás|jogará|jogaremos|jogareis|jogarão|jogaria|jogarias|jogaríamos|jogariam|jogasse|jogasses|jogássemos|jogásseis|jogassem|jogar|jogares|jogarmos|jogardes|jogarem|jogando) conversa fora,119
Jogar na cara,(jogo|jogas|joga|jogamos|jogais|jogam|jogue|jogues|joguemos|jogueis|joguem|jogava|jogavas|jogávamos|jogáveis|jogavam|joguei|jogaste|jogou|jogastes|jogaram|jogarei|jogarás|jogará|jogaremos|jogareis|jogarão|jogaria|jogarias|jogaríamos|jogariam|jogasse|jogasses|jogássemos|jogásseis|jogassem|jogar|jogares|jogarmos|jogardes|jogarem|jogando) na cara,122
Jogar gasolina no fogo,(jogo|jogas|joga|jogamos|jogais|jogam|jogue|jogues|joguemos|jogueis|joguem|jogava|jogavas|jogávamos|jogáveis|jogavam|joguei|jogaste|jogou|jogastes|jogaram|jogarei|jogarás|jogará|jogaremos|jogareis|jogarão|jogaria|jogarias|jogaríamos|jogariam|jogasse|jogasses|jogássemos|jogásseis|jogassem|jogar|jogares|jogarmos|jogardes|jogarem|jogando) gasolina no fogo,9
Jogar na lama,(jogo|jogas|joga|jogamos|jogais|jogam|jogue|jogues|joguemos|jogueis|joguem|jogava|jogavas|jogávamos|jogáveis|jogavam|joguei|jogaste|jogou|jogastes|jogaram|jogarei|jogarás|jogará|jogaremos|jogareis|jogarão|jogaria|jogarias|jogaríamos|jogariam|jogasse|jogasses|jogássemos|jogásseis|jogassem|jogar|jogares|jogarmos|jogardes|jogarem|jogando) na lama,19
Jogar nas costas,(jogo|jogas|joga|jogamos|jogais|jogam|jogue|jogues|joguemos|jogueis|joguem|jogava|jogavas|jogávamos|jogáveis|jogavam|joguei|jogaste|jogou|jogastes|jogaram|jogarei|jogarás|jogará|jogaremos|jogareis|jogarão|jogaria|jogarias|jogaríamos|jogariam|jogasse|jogasses|jogássemos|jogásseis|jogassem|jogar|jogares|jogarmos|jogardes|jogarem|jogando) nas costas,17
Jogar o jogo,(jogo|jogas|joga|jogamos|jogais|jogam|jogue|jogues|joguemos|jogueis|joguem|jogava|jogavas|jogávamos|jogáveis|jogavam|joguei|jogaste|jogou|jogastes|jogaram|jogarei|jogarás|jogará|jogaremos|jogareis|jogarão|jogaria|jogarias|jogaríamos|jogariam|jogasse|jogasses|jogássemos|jogásseis|jogassem|jogar|jogares|jogarmos|jogardes|jogarem|jogando) o jogo,706
Jogar pedra,(jogo|jogas|joga|jogamos|jogais|jogam|jogue|jogues|joguemos|jogueis|joguem|jogava|jogavas|jogávamos|jogáveis|jogavam|joguei|jogaste|jogou|jogastes|jogaram|jogarei|jogarás|jogará|jogaremos|jogareis|jogarão|jogaria|jogarias|jogaríamos|jogariam|jogasse|jogasses|jogássemos|jogásseis|jogassem|jogar|jogares|jogarmos|jogardes|jogarem|jogando) pedra,449
Jogar por terra,(jogo|jogas|joga|jogamos|jogais|jogam|jogue|jogues|joguemos|jogueis|joguem|jogava|jogavas|jogávamos|jogáveis|jogavam|joguei|jogaste|jogou|jogastes|jogaram|jogarei|jogarás|jogará|jogaremos|jogareis|jogarão|jogaria|jogarias|jogaríamos|jogariam|jogasse|jogasses|jogássemos|jogásseis|jogassem|jogar|jogares|jogarmos|jogardes|jogarem|jogando) por terra,75
Lamber as botas,(lamber|lambo|lambe|lambes|lambemos|lambem|lambia|lambias|lambíamos|lambíeis|lambiam|lambi|lambeste|lambeu|lambemos|lambestes|lamberam|lambera|lamberas|lamberíamos|lamberíeis|lamberam|lamberei|lamberás|lamberá|lamberemos|lambereis|lamberão|lamberia|lamberias|lamberíamos|lamberíeis|lamberiam|lambesse|lambesses|lambêssemos|lambêsseis|lambessem|lamber|lamberes|lambermos|lamberdes|lamberem|lambe|lambas|lamba|lambamos|lambais|lambam) as botas,18
Jogar verde pra colher maduro,(jogo|jogas|joga|jogamos|jogais|jogam|jogue|jogues|joguemos|jogueis|joguem|jogava|jogavas|jogávamos|jogáveis|jogavam|joguei|jogaste|jogou|jogastes|jogaram|jogarei|jogarás|jogará|jogaremos|jogareis|jogarão|jogaria|jogarias|jogaríamos|jogariam|jogasse|jogasses|jogássemos|jogásseis|jogassem|jogar|jogares|jogarmos|jogardes|jogarem|jogando) verde pra colher+ maduro,1
Jogar-se aos pés,(jogo|jogas|joga|jogamos|jogais|jogam|jogue|jogues|joguemos|jogueis|joguem|jogava|jogavas|jogávamos|jogáveis|jogavam|joguei|jogaste|jogou|jogastes|jogaram|jogarei|jogarás|jogará|jogaremos|jogareis|jogarão|jogaria|jogarias|jogaríamos|jogariam|jogasse|jogasses|jogássemos|jogásseis|jogassem|jogar|jogares|jogarmos|jogardes|jogarem|jogando)-se aos pés,1
Jogar-se nos braços de ___,(jogo|jogas|joga|jogamos|jogais|jogam|jogue|jogues|joguemos|jogueis|joguem|jogava|jogavas|jogávamos|jogáveis|jogavam|joguei|jogaste|jogou|jogastes|jogaram|jogarei|jogarás|jogará|jogaremos|jogareis|jogarão|jogaria|jogarias|jogaríamos|jogariam|jogasse|jogasses|jogássemos|jogásseis|jogassem|jogar|jogares|jogarmos|jogardes|jogarem|jogando)-se nos braços de,0
Lamber os pés,(lamber|lambo|lambe|lambes|lambemos|lambem|lambia|lambias|lambíamos|lambíeis|lambiam|lambi|lambeste|lambeu|lambemos|lambestes|lamberam|lambera|lamberas|lamberíamos|lamberíeis|lamberam|lamberei|lamberás|lamberá|lamberemos|lambereis|lamberão|lamberia|lamberias|lamberíamos|lamberíeis|lamberiam|lambesse|lambesses|lambêssemos|lambêsseis|lambessem|lamber|lamberes|lambermos|lamberdes|lamberem|lambe|lambas|lamba|lambamos|lambais|lambam) os pés,7
Lançar âncora,(lançar|lanço|lança|lanças|lança|lancem|lancemos|lançais|lançam|lançava|lançavas|lançávamos|lançáveis|lançavam|lancei|lançaste|lançou|lançamos|lançastes|lançaram|lançara|lançaras|lançáramos|lançáreis|lançaram|lançarei|lançarás|lançará|lançaremos|lançareis|lançarão|lançaria|lançarias|lançaríamos|lançaríeis|lançariam|lançasse|lançasses|lançássemos|lançásseis|lançassem|lançar|lançares|lançarmos|lançardes|lançarem|lança|lance|lançamos|lançais|lancem) âncora,16
Lamber sabão,(lamber|lambo|lambe|lambes|lambemos|lambem|lambia|lambias|lambíamos|lambíeis|lambiam|lambi|lambeste|lambeu|lambemos|lambestes|lamberam|lambera|lamberas|lamberíamos|lamberíeis|lamberam|lamberei|lamberás|lamberá|lamberemos|lambereis|lamberão|lamberia|lamberias|lamberíamos|lamberíeis|lamberiam|lambesse|lambesses|lambêssemos|lambêsseis|lambessem|lamber|lamberes|lambermos|lamberdes|lamberem|lambe|lambas|lamba|lambamos|lambais|lambam) sabão,13
Lançar luz sobre ___,(lançar|lanço|lança|lanças|lança|lancem|lancemos|lançais|lançam|lançava|lançavas|lançávamos|lançáveis|lançavam|lancei|lançaste|lançou|lançamos|lançastes|lançaram|lançara|lançaras|lançáramos|lançáreis|lançaram|lançarei|lançarás|lançará|lançaremos|lançareis|lançarão|lançaria|lançarias|lançaríamos|lançaríeis|lançariam|lançasse|lançasses|lançássemos|lançásseis|lançassem|lançar|lançares|lançarmos|lançardes|lançarem|lança|lance|lançamos|lançais|lancem) luz sobre,186
Largar mão,(largar|largo|largas|largas|larga|largam|largamos|largais|largam|largava|largavas|largávamos|largáveis|largavam|larguei|largaste|largou|largamos|largastes|largaram|largara|largaras|largáramos|largáreis|largaram|largarei|largarás|largará|largaremos|largareis|largarão|largaria|largarias|largaríamos|largaríeis|largariam|largasse|largasses|largássemos|largásseis|largassem|largar|largares|largarmos|largardes|largarem|larga|largue|larguemos|largueis|larguem) mão,72
Lançar-se ao mar,(lançar|lanço|lança|lanças|lança|lancem|lancemos|lançais|lançam|lançava|lançavas|lançávamos|lançáveis|lançavam|lancei|lançaste|lançou|lançamos|lançastes|lançaram|lançara|lançaras|lançáramos|lançáreis|lançaram|lançarei|lançarás|lançará|lançaremos|lançareis|lançarão|lançaria|lançarias|lançaríamos|lançaríeis|lançariam|lançasse|lançasses|lançássemos|lançásseis|lançassem|lançar|lançares|lançarmos|lançardes|lançarem|lança|lance|lançamos|lançais|lancem)-se ao mar,28
Largar de mão,(largar|largo|largas|largas|larga|largam|largamos|largais|largam|largava|largavas|largávamos|largáveis|largavam|larguei|largaste|largou|largamos|largastes|largaram|largara|largaras|largáramos|largáreis|largaram|largarei|largarás|largará|largaremos|largareis|largarão|largaria|largarias|largaríamos|largaríeis|largariam|largasse|largasses|largássemos|largásseis|largassem|largar|largares|largarmos|largardes|largarem|larga|largue|larguemos|largueis|larguem) de mão,39
Lavar as mãos,(lavar|lavo|lava|lavas|lava|lavam|lavamos|lavais|lavam|lavava|lavavas|lavávamos|laváveis|lavavam|lavei|lavaste|lavou|lavamos|lavastes|lavaram|lavara|lavaras|laváramos|laváreis|lavaram|lavarei|lavarás|lávará|lavaremos|lavareis|lavarão|lvaria|lvarias|lvaríamos|lvaríeis|lvariam|lavasse|lavasses|lavássemos|lavásseis|lvassem|lavar|lavares|lavarmos|lavardes|lavarem|lava|lave|lavemos|lavai|lavem) as mãos,822
Ler nas entrelinhas,(ler|leio|lê|lês|lê|lem|lemos|leis|lem|lia|lias|líamos|líeis|liam|li|leste|leu|lemos|lestes|leram|lera|leras|lêramos|lêreis|leram|lerei|lerás|lerá|leremos|lereis|lerão|leria|lerias|leríamos|leríeis|leriam|lesse|lesses|lêssemos|lêsseis|lessem|ler|leres|lermos|lerdes|lerem|lê|leia|leiamos|leiais|leiam) nas entrelinhas,47
Lavar roupa suja (em casa),(lavar|lavo|lava|lavas|lava|lavam|lavamos|lavais|lavam|lavava|lavavas|lavávamos|laváveis|lavavam|lavei|lavaste|lavou|lavamos|lavastes|lavaram|lavara|lavaras|laváramos|laváreis|lavaram|lavarei|lavarás|lávará|lavaremos|lavareis|lavarão|lvaria|lvarias|lvaríamos|lvaríeis|lvariam|lavasse|lavasses|lavássemos|lavásseis|lvassem|lavar|lavares|lavarmos|lavardes|lavarem|lava|lave|lavemos|lavai|lavem) roupa suja (em casa),0
